id^jhi_value^frequency
next value for hibernate_sequence^the^22038615
next value for hibernate_sequence^be^12545825
next value for hibernate_sequence^and^10741073
next value for hibernate_sequence^of^10343885
next value for hibernate_sequence^a^10144200
next value for hibernate_sequence^in^6996437
next value for hibernate_sequence^to^6332195
next value for hibernate_sequence^have^4303955
next value for hibernate_sequence^to^3856916
next value for hibernate_sequence^it^3872477
next value for hibernate_sequence^I^3978265
next value for hibernate_sequence^that^3430996
next value for hibernate_sequence^for^3281454
next value for hibernate_sequence^you^3081151
next value for hibernate_sequence^he^2909254
next value for hibernate_sequence^with^2683014
next value for hibernate_sequence^on^2485306
next value for hibernate_sequence^do^2573587
next value for hibernate_sequence^say^1915138
next value for hibernate_sequence^this^1885366
next value for hibernate_sequence^they^1865580
next value for hibernate_sequence^at^1767638
next value for hibernate_sequence^but^1776767
next value for hibernate_sequence^we^1820935
next value for hibernate_sequence^his^1801708
next value for hibernate_sequence^from^1635914
next value for hibernate_sequence^that^1712406
next value for hibernate_sequence^not^1638830
next value for hibernate_sequence^n't^1619007
next value for hibernate_sequence^by^1490548
next value for hibernate_sequence^she^1484869
next value for hibernate_sequence^or^1379320
next value for hibernate_sequence^as^1296879
next value for hibernate_sequence^what^1181023
next value for hibernate_sequence^go^1151045
next value for hibernate_sequence^their^1083029
next value for hibernate_sequence^can^1022775
next value for hibernate_sequence^who^1018283
next value for hibernate_sequence^get^992596
next value for hibernate_sequence^if^933542
next value for hibernate_sequence^would^925515
next value for hibernate_sequence^her^969591
next value for hibernate_sequence^all^892102
next value for hibernate_sequence^my^919821
next value for hibernate_sequence^make^857168
next value for hibernate_sequence^about^874406
next value for hibernate_sequence^know^892535
next value for hibernate_sequence^will^824568
next value for hibernate_sequence^as^829018
next value for hibernate_sequence^up^795534
next value for hibernate_sequence^one^768232
next value for hibernate_sequence^time^764657
next value for hibernate_sequence^there^784528
next value for hibernate_sequence^year^769254
next value for hibernate_sequence^so^756550
next value for hibernate_sequence^think^772787
next value for hibernate_sequence^when^678626
next value for hibernate_sequence^which^685982
next value for hibernate_sequence^them^677870
next value for hibernate_sequence^some^674193
next value for hibernate_sequence^me^709623
next value for hibernate_sequence^people^691468
next value for hibernate_sequence^take^670745
next value for hibernate_sequence^out^678603
next value for hibernate_sequence^into^668172
next value for hibernate_sequence^just^677711
next value for hibernate_sequence^see^663645
next value for hibernate_sequence^him^677707
next value for hibernate_sequence^your^659622
next value for hibernate_sequence^come^628254
next value for hibernate_sequence^could^617932
next value for hibernate_sequence^now^605997
next value for hibernate_sequence^than^579757
next value for hibernate_sequence^like^568850
next value for hibernate_sequence^other^547799
next value for hibernate_sequence^how^538893
next value for hibernate_sequence^then^543977
next value for hibernate_sequence^its^539719
next value for hibernate_sequence^our^525107
next value for hibernate_sequence^two^511027
next value for hibernate_sequence^more^517536
next value for hibernate_sequence^these^513864
next value for hibernate_sequence^want^514972
next value for hibernate_sequence^way^470401
next value for hibernate_sequence^look^491707
next value for hibernate_sequence^first^463566
next value for hibernate_sequence^also^464606
next value for hibernate_sequence^new^435993
next value for hibernate_sequence^because^438539
next value for hibernate_sequence^day^432773
next value for hibernate_sequence^more^420170
next value for hibernate_sequence^use^420781
next value for hibernate_sequence^no^402222
next value for hibernate_sequence^man^409760
next value for hibernate_sequence^find^395203
next value for hibernate_sequence^here^412315
next value for hibernate_sequence^thing^400724
next value for hibernate_sequence^give^384503
next value for hibernate_sequence^many^385348
next value for hibernate_sequence^well^411776
next value for hibernate_sequence^only^379574
next value for hibernate_sequence^those^378007
next value for hibernate_sequence^tell^388155
next value for hibernate_sequence^one^369553
next value for hibernate_sequence^very^391821
next value for hibernate_sequence^her^397950
next value for hibernate_sequence^even^361067
next value for hibernate_sequence^back^367844
next value for hibernate_sequence^any^348100
next value for hibernate_sequence^good^353973
next value for hibernate_sequence^woman^341422
next value for hibernate_sequence^through^340921
next value for hibernate_sequence^us^351088
next value for hibernate_sequence^life^333085
next value for hibernate_sequence^child^333849
next value for hibernate_sequence^there^333433
next value for hibernate_sequence^work^318210
next value for hibernate_sequence^down^329409
next value for hibernate_sequence^may^324569
next value for hibernate_sequence^after^311902
next value for hibernate_sequence^should^310265
next value for hibernate_sequence^call^308050
next value for hibernate_sequence^world^303506
next value for hibernate_sequence^over^300349
next value for hibernate_sequence^school^304183
next value for hibernate_sequence^still^296953
next value for hibernate_sequence^try^294023
next value for hibernate_sequence^in^285035
next value for hibernate_sequence^as^281483
next value for hibernate_sequence^last^289843
next value for hibernate_sequence^ask^284632
next value for hibernate_sequence^need^276744
next value for hibernate_sequence^too^280396
next value for hibernate_sequence^feel^275214
next value for hibernate_sequence^three^266744
next value for hibernate_sequence^when^268219
next value for hibernate_sequence^state^272193
next value for hibernate_sequence^never^262584
next value for hibernate_sequence^become^259102
next value for hibernate_sequence^between^264158
next value for hibernate_sequence^high^255936
next value for hibernate_sequence^really^263414
next value for hibernate_sequence^something^254910
next value for hibernate_sequence^most^246360
next value for hibernate_sequence^another^240646
next value for hibernate_sequence^much^244507
next value for hibernate_sequence^family^243267
next value for hibernate_sequence^own^240452
next value for hibernate_sequence^out^242443
next value for hibernate_sequence^leave^240482
next value for hibernate_sequence^put^237480
next value for hibernate_sequence^old^236577
next value for hibernate_sequence^while^234555
next value for hibernate_sequence^mean^242198
next value for hibernate_sequence^on^236980
next value for hibernate_sequence^keep^231760
next value for hibernate_sequence^student^255047
next value for hibernate_sequence^why^235442
next value for hibernate_sequence^let^240300
next value for hibernate_sequence^great^225005
next value for hibernate_sequence^same^222836
next value for hibernate_sequence^big^227169
next value for hibernate_sequence^group^229435
next value for hibernate_sequence^begin^218617
next value for hibernate_sequence^seem^219627
next value for hibernate_sequence^country^223138
next value for hibernate_sequence^help^216082
next value for hibernate_sequence^talk^229429
